My Awesome CSV

url,title
"https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A019877718G4PFZ7E89G6&url=%2FLenovo-39-62cm-Graphics-Keyboard-82JU010NIN%2Fdp%2FB09JBZ7JXD%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dlaptop%26qid%3D1639581295%26sr%3D8-1-spons%26psc%3D1&qualifier=1639581295&id=4940665370155155&widgetName=sp_atf","Lenovo Legion 5 AMD Ryzen 7 5800H 15.6""(39.62cm) FHD IPS Gaming Laptop (16GB/2TB SSD/6GB Nvidia RTX 3060 Graphics/Windows 11/Office 2021/RGB Keyboard/165Hz Refresh Rate/Phantom Blue/2.4Kg), 82JU010NIN "
"https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0485909HJ5USWK9A01C&url=%2FLenovo-Windows-Graphics-Phantom-82B500BHIN%2Fdp%2FB08GG8WCW7%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dlaptop%26qid%3D1639581295%26sr%3D8-2-spons%26psc%3D1&qualifier=1639581295&id=4940665370155155&widgetName=sp_atf","Lenovo Legion 5 AMD Ryzen 5 4600H 15.6 inch (39.62 cms) Full HD Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650 4GB GDDR6/Phantom Black/2.3Kg), 82B500BHIN "
"https://www.amazon.in//Lenovo-IdeaPad-Celeron-Platinum-81VT0071IN/dp/B09G9ZPV38/ref=sr_1_3?keywords=laptop&qid=1639581295&sr=8-3","Lenovo IdeaPad Slim 1 Intel Celeron N4020 11.6"" (29.46cm) HD Thin & Light Laptop (4GB/256 GB SSD/Windows 10/MS Office/Platinum Grey/1.2Kg), 81VT0071IN "
"https://www.amazon.in//Dell-Graphics-Inspiron-3515-D560523WIN9BE/dp/B09F3QJF4W/ref=sr_1_4?keywords=laptop&qid=1639581295&sr=8-4","Dell 15 (2021) Ryzen 3-3250U Laptop, 8GB DDR4, 256GB SSD, Win 10 + MS Office, Radeon Graphics, 15.6"" (39.62 cms) FHD Display, Carbon Black (Inspiron 3515, D560523WIN9BE) "
"https://www.amazon.in//HP-Chromebook-14a-na0003TU-Touchscreen-Expandable/dp/B08C5W6PL2/ref=sr_1_5?keywords=laptop&qid=1639581295&sr=8-5","HP Chromebook 14-inch (35.56 cms) Thin & Light Touchscreen Laptop (Celeron N4020/4GB/64GB eMMC + 256GB Expandable Storage/Chrome OS/1.46 kgs Light/ Mineral Silver), 14a-na0003TU "
"https://www.amazon.in//Lenovo-Keyboard-Fingerprint-Warranty-82H700SVIN/dp/B0999BF9ZX/ref=sr_1_6?keywords=laptop&qid=1639581295&sr=8-6","Lenovo IdeaPad Slim 3 2021 Intel Core i3 11th Gen 14 FHD IPS Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/2 Year Warranty/Arctic Grey/1.41kg), 82H700SVIN "
"https://www.amazon.in//Dell-Graphics-Inspiron-3505-D560613WIN9SE/dp/B09F3NL1RT/ref=sr_1_7?keywords=laptop&qid=1639581295&sr=8-7","Dell 15 (2021) Athlon Silver 3050U Laptop, 4GB, 256GB SSD, Win 10 + MS Office, 15.6"" (39.61 cms) FHD Display, Radeon Graphics, Soft Mint Color (Inspiron 3505, D560613WIN9SE) "
"https://www.amazon.in//HP-inches-Laptop-Windows-15s-du1066TU/dp/B095YC11CF/ref=sr_1_8?keywords=laptop&qid=1639581295&sr=8-8","HP 15 10th Gen Intel Core i3 Thin and Light 15.6 inches FHD Laptop (8GB/1TB HDD/M.2 Slot/Windows 10/MS Office/Jet Black, 1.74 kg) 15s-du1066TU "
